REGION,TECHNOLOGY,YEAR,VALUE
CR,TRYTKDSL,2020,1.7391591
CR,TRYTKDSL,2021,1.8079901999999999
CR,TRYTKDSL,2022,1.8759221999999998
CR,TRYTKDSL,2023,1.933065
CR,TRYTKDSL,2024,1.9919060999999996
CR,TRYTKDSL,2025,2.0525454
CR,TRYTKDSL,2026,2.1150828
CR,TRYTKDSL,2027,2.1795183000000002
CR,TRYTKDSL,2028,2.2458519
CR,TRYTKDSL,2029,2.3141835
CR,TRYTKDSL,2030,2.3847129000000002
CR,TRYTKDSL,2031,2.4572403
CR,TRYTKDSL,2032,2.5320654
CR,TRYTKDSL,2033,2.6091882
CR,TRYTKDSL,2034,2.6887086
CR,TRYTKDSL,2035,2.7705267
CR,TRYTKDSL,2036,2.8549422000000004
CR,TRYTKDSL,2037,2.9417553
CR,TRYTKDSL,2038,3.0313656
CR,TRYTKDSL,2039,3.1236732
CR,TRYTKDSL,2040,3.218778
CR,TRYTKDSL,2041,3.3168797999999997
CR,TRYTKDSL,2042,3.4177788
CR,TRYTKDSL,2043,3.5218746
CR,TRYTKDSL,2044,3.6291672
CR,TRYTKDSL,2045,3.7396566
CR,TRYTKDSL,2046,3.8535426
CR,TRYTKDSL,2047,3.9708251999999993
CR,TRYTKDSL,2048,4.091704200000001
CR,TRYTKDSL,2049,4.2163794
CR,TRYTKDSL,2050,4.344750899999999
CR,TRYLFDSL,2018,2.2191786
CR,TRYLFDSL,2019,2.0959019999999997
CR,TRYLFDSL,2020,1.9971009000000002
CR,TRYLFDSL,2021,2.0761217999999997
CR,TRYLFDSL,2022,2.1541437
CR,TRYLFDSL,2023,2.2196781000000003
CR,TRYLFDSL,2024,2.2873104
CR,TRYLFDSL,2025,2.3569407000000004
CR,TRYLFDSL,2026,2.4286688999999995
CR,TRYLFDSL,2027,2.5026948
CR,TRYLFDSL,2028,2.5788186
CR,TRYLFDSL,2029,2.65734
CR,TRYLFDSL,2030,2.7382589999999998
CR,TRYLFDSL,2031,2.8216755
CR,TRYLFDSL,2032,2.9075895
CR,TRYLFDSL,2033,2.9961008999999996
CR,TRYLFDSL,2034,3.0874095
CR,TRYLFDSL,2035,3.1814154
CR,TRYLFDSL,2036,3.2782184999999995
CR,TRYLFDSL,2037,3.3781184999999994
CR,TRYLFDSL,2038,3.4809156
CR,TRYLFDSL,2039,3.5869095
CR,TRYLFDSL,2040,3.6961002000000005
CR,TRYLFDSL,2041,3.8086875000000004
CR,TRYLFDSL,2042,3.9246714
CR,TRYLFDSL,2043,4.0441518
CR,TRYLFDSL,2044,4.1673285
CR,TRYLFDSL,2045,4.2942015
CR,TRYLFDSL,2046,4.4249706
CR,TRYLFDSL,2047,4.5597357
CR,TRYLFDSL,2048,4.6985966999999995
CR,TRYLFDSL,2049,4.8416535
CR,TRYLFDSL,2050,4.989006
CR,TRYLFGSL,2018,1.1746241999999998
CR,TRYLFGSL,2019,1.1092896
CR,TRYLFGSL,2020,1.0440549
CR,TRYLFGSL,2021,1.0380608999999998
CR,TRYLFGSL,2022,1.0770219
CR,TRYLFGSL,2023,1.109889
CR,TRYLFGSL,2024,1.1436552
CR,TRYLFGSL,2025,1.1785203
CR,TRYLFGSL,2026,1.2143844
CR,TRYLFGSL,2027,1.2513474
CR,TRYLFGSL,2028,1.2894093
CR,TRYLFGSL,2029,1.32867
CR,TRYLFGSL,2030,1.3691294999999999
CR,TRYLFGSL,2031,1.4107877999999998
CR,TRYLFGSL,2032,1.4538446999999999
CR,TRYLFGSL,2033,1.4981004
CR,TRYLFGSL,2034,1.5436547999999999
CR,TRYLFGSL,2035,1.5907077
CR,TRYLFGSL,2036,1.6391592
CR,TRYLFGSL,2037,1.6890093000000002
CR,TRYLFGSL,2038,1.7404578
CR,TRYLFGSL,2039,1.7935046999999997
CR,TRYLFGSL,2040,1.8480501000000003
CR,TRYLFGSL,2041,1.9043937000000002
CR,TRYLFGSL,2042,1.9623357
CR,TRYLFGSL,2043,2.0220759
CR,TRYLFGSL,2044,2.0837141999999997
CR,TRYLFGSL,2045,2.1471507
CR,TRYLFGSL,2046,2.2124853
CR,TRYLFGSL,2047,2.2799177999999998
CR,TRYLFGSL,2048,2.3492483999999996
CR,TRYLFGSL,2049,2.4208766999999995
CR,TRYLFGSL,2050,2.494503
CR,INBOIDSL,2018,0.0415
CR,INBOIDSL,2019,0.0417
CR,INBOIDSL,2020,0.0431
CR,INBOIDSL,2021,0.0472
CR,INBOIDSL,2022,0.0497
CR,INBOIDSL,2023,0.0507
CR,INBOIDSL,2024,0.0518
CR,INBOIDSL,2025,0.053
CR,INBOIDSL,2026,0.0541
CR,INBOIDSL,2027,0.0553
CR,INBOIDSL,2028,0.0565
CR,INBOIDSL,2029,0.0577
CR,INBOIDSL,2030,0.059
CR,INBOIDSL,2031,0.0603
CR,INBOIDSL,2032,0.0616
CR,INBOIDSL,2033,0.0629
CR,INBOIDSL,2034,0.0643
CR,INBOIDSL,2035,0.0657
CR,INBOIDSL,2036,0.0671
CR,INBOIDSL,2037,0.0686
CR,INBOIDSL,2038,0.0701
CR,INBOIDSL,2039,0.0716
CR,INBOIDSL,2040,0.0732
CR,INBOIDSL,2041,0.0748
CR,INBOIDSL,2042,0.0764
CR,INBOIDSL,2043,0.0781
CR,INBOIDSL,2044,0.0798
CR,INBOIDSL,2045,0.0815
CR,INBOIDSL,2046,0.0833
CR,INBOIDSL,2047,0.0851
CR,INBOIDSL,2048,0.0869
CR,INBOIDSL,2049,0.0888
CR,INBOIDSL,2050,0.0908
CR,INBOILPG,2018,0.0
CR,INBOILPG,2019,0.0
CR,INBOILPG,2020,0.0
CR,INBOILPG,2021,0.0
CR,INBOILPG,2022,0.0
CR,INBOILPG,2023,0.0
CR,INBOILPG,2024,0.0
CR,INBOILPG,2025,0.0
CR,INBOILPG,2026,0.0
CR,INBOILPG,2027,0.0
CR,INBOILPG,2028,0.0
CR,INBOILPG,2029,0.0
CR,INBOILPG,2030,0.0
CR,INBOILPG,2031,0.0
CR,INBOILPG,2032,0.0
CR,INBOILPG,2033,0.0
CR,INBOILPG,2034,0.0
CR,INBOILPG,2035,0.0
CR,INBOILPG,2036,0.0
CR,INBOILPG,2037,0.0
CR,INBOILPG,2038,0.0
CR,INBOILPG,2039,0.0
CR,INBOILPG,2040,0.0
CR,INBOILPG,2041,0.0
CR,INBOILPG,2042,0.0
CR,INBOILPG,2043,0.0
CR,INBOILPG,2044,0.0
CR,INBOILPG,2045,0.0
CR,INBOILPG,2046,0.0
CR,INBOILPG,2047,0.0
CR,INBOILPG,2048,0.0
CR,INBOILPG,2049,0.0
CR,INBOILPG,2050,0.0
CR,INBOIELE,2018,0.0
CR,INBOIELE,2019,0.0
CR,INBOIELE,2020,0.0
CR,INBOIELE,2021,0.0
CR,INBOIELE,2022,0.0
CR,INBOIELE,2023,0.0
CR,INBOIELE,2024,0.0
CR,INBOIELE,2025,0.0
CR,INBOIELE,2026,0.0
CR,INBOIELE,2027,0.0
CR,INBOIELE,2028,0.0
CR,INBOIELE,2029,0.0
CR,INBOIELE,2030,0.0
CR,INBOIELE,2031,0.0
CR,INBOIELE,2032,0.0
CR,INBOIELE,2033,0.0
CR,INBOIELE,2034,0.0
CR,INBOIELE,2035,0.0
CR,INBOIELE,2036,0.0
CR,INBOIELE,2037,0.0
CR,INBOIELE,2038,0.0
CR,INBOIELE,2039,0.0
CR,INBOIELE,2040,0.0
CR,INBOIELE,2041,0.0
CR,INBOIELE,2042,0.0
CR,INBOIELE,2043,0.0
CR,INBOIELE,2044,0.0
CR,INBOIELE,2045,0.0
CR,INBOIELE,2046,0.0
CR,INBOIELE,2047,0.0
CR,INBOIELE,2048,0.0
CR,INBOIELE,2049,0.0
CR,INBOIELE,2050,0.0
CR,INBOIHYD,2018,0.0
CR,INBOIHYD,2019,0.0
CR,INBOIHYD,2020,0.0
CR,INBOIHYD,2021,0.0
CR,INBOIHYD,2022,0.0
CR,INBOIHYD,2023,0.0
CR,INBOIHYD,2024,0.0
CR,INBOIHYD,2025,0.0
CR,INBOIHYD,2026,0.0
CR,INBOIHYD,2027,0.0
CR,INBOIHYD,2028,0.0
CR,INBOIHYD,2029,0.0
CR,INBOIHYD,2030,0.0
CR,INBOIHYD,2031,0.0
CR,INBOIHYD,2032,0.0
CR,INBOIHYD,2033,0.0
CR,INBOIHYD,2034,0.0
CR,INBOIHYD,2035,0.0
CR,INBOIHYD,2036,0.0
CR,INBOIHYD,2037,0.0
CR,INBOIHYD,2038,0.0
CR,INBOIHYD,2039,0.0
CR,INBOIHYD,2040,0.0
CR,INBOIHYD,2041,0.0
CR,INBOIHYD,2042,0.0
CR,INBOIHYD,2043,0.0
CR,INBOIHYD,2044,0.0
CR,INBOIHYD,2045,0.0
CR,INBOIHYD,2046,0.0
CR,INBOIHYD,2047,0.0
CR,INBOIHYD,2048,0.0
CR,INBOIHYD,2049,0.0
CR,INBOIHYD,2050,0.0
CR,INBOINGS,2018,0.0
CR,INBOINGS,2019,0.0
CR,INBOINGS,2020,0.0
CR,INBOINGS,2021,0.0
CR,INBOINGS,2022,0.0
CR,INBOINGS,2023,0.0
CR,INBOINGS,2024,0.0
CR,INBOINGS,2025,0.0
CR,INBOINGS,2026,0.0
CR,INBOINGS,2027,0.0
CR,INBOINGS,2028,0.0
CR,INBOINGS,2029,0.0
CR,INBOINGS,2030,0.0
CR,INBOINGS,2031,0.0
CR,INBOINGS,2032,0.0
CR,INBOINGS,2033,0.0
CR,INBOINGS,2034,0.0
CR,INBOINGS,2035,0.0
CR,INBOINGS,2036,0.0
CR,INBOINGS,2037,0.0
CR,INBOINGS,2038,0.0
CR,INBOINGS,2039,0.0
CR,INBOINGS,2040,0.0
CR,INBOINGS,2041,0.0
CR,INBOINGS,2042,0.0
CR,INBOINGS,2043,0.0
CR,INBOINGS,2044,0.0
CR,INBOINGS,2045,0.0
CR,INBOINGS,2046,0.0
CR,INBOINGS,2047,0.0
CR,INBOINGS,2048,0.0
CR,INBOINGS,2049,0.0
CR,INBOINGS,2050,0.0
CR,INBOIFOI,2018,2.3406
CR,INBOIFOI,2019,2.352
CR,INBOIFOI,2020,2.4264
CR,INBOIFOI,2021,2.6594
CR,INBOIFOI,2022,2.802
CR,INBOIFOI,2023,2.8604
CR,INBOIFOI,2024,2.9201
CR,INBOIFOI,2025,2.981
CR,INBOIFOI,2026,3.0431
CR,INBOIFOI,2027,3.1066
CR,INBOIFOI,2028,3.1714
CR,INBOIFOI,2029,3.2375
CR,INBOIFOI,2030,3.305
CR,INBOIFOI,2031,3.3739
CR,INBOIFOI,2032,3.4442
CR,INBOIFOI,2033,3.516
CR,INBOIFOI,2034,3.5893
CR,INBOIFOI,2035,3.6641
CR,INBOIFOI,2036,3.7405
CR,INBOIFOI,2037,3.8185
CR,INBOIFOI,2038,3.898
CR,INBOIFOI,2039,3.9793
CR,INBOIFOI,2040,4.0622
CR,INBOIFOI,2041,4.1469
CR,INBOIFOI,2042,4.2333
CR,INBOIFOI,2043,4.3215
CR,INBOIFOI,2044,4.4115
CR,INBOIFOI,2045,4.5035
CR,INBOIFOI,2046,4.5973
CR,INBOIFOI,2047,4.6931
CR,INBOIFOI,2048,4.7908
CR,INBOIFOI,2049,4.8906
CR,INBOIFOI,2050,4.9925
CR,INBOIBIO,2018,1.7637
CR,INBOIBIO,2019,1.7724
CR,INBOIBIO,2020,1.8284
CR,INBOIBIO,2021,2.004
CR,INBOIBIO,2022,2.1114
CR,INBOIBIO,2023,2.1528
CR,INBOIBIO,2024,2.195
CR,INBOIBIO,2025,2.238
CR,INBOIBIO,2026,2.2819
CR,INBOIBIO,2027,2.3266
CR,INBOIBIO,2028,2.3722
CR,INBOIBIO,2029,2.4187
CR,INBOIBIO,2030,2.466
CR,INBOIBIO,2031,2.5143
CR,INBOIBIO,2032,2.5635
CR,INBOIBIO,2033,2.6137
CR,INBOIBIO,2034,2.6648
CR,INBOIBIO,2035,2.717
CR,INBOIBIO,2036,2.7701
CR,INBOIBIO,2037,2.8242
CR,INBOIBIO,2038,2.8794
CR,INBOIBIO,2039,2.9357
CR,INBOIBIO,2040,2.993
CR,INBOIBIO,2041,3.0515
CR,INBOIBIO,2042,3.1111
CR,INBOIBIO,2043,3.1718
CR,INBOIBIO,2044,3.2337
CR,INBOIBIO,2045,3.2968
CR,INBOIBIO,2046,3.3611
CR,INBOIBIO,2047,3.4266
CR,INBOIBIO,2048,3.4934
CR,INBOIBIO,2049,3.5615
CR,INBOIBIO,2050,3.6309
CR,INHCEELE,2018,0.0
CR,INHCEELE,2019,0.0
CR,INHCEELE,2020,0.0
CR,INHCEELE,2021,0.0
CR,INHCEELE,2022,0.0
CR,INHCEELE,2023,0.0
CR,INHCEELE,2024,0.0
CR,INHCEELE,2025,0.0
CR,INHCEELE,2026,0.0
CR,INHCEELE,2027,0.0
CR,INHCEELE,2028,0.0
CR,INHCEELE,2029,0.0
CR,INHCEELE,2030,0.0
CR,INHCEELE,2031,0.0
CR,INHCEELE,2032,0.0
CR,INHCEELE,2033,0.0
CR,INHCEELE,2034,0.0
CR,INHCEELE,2035,0.0
CR,INHCEELE,2036,0.0
CR,INHCEELE,2037,0.0
CR,INHCEELE,2038,0.0
CR,INHCEELE,2039,0.0
CR,INHCEELE,2040,0.0
CR,INHCEELE,2041,0.0
CR,INHCEELE,2042,0.0
CR,INHCEELE,2043,0.0
CR,INHCEELE,2044,0.0
CR,INHCEELE,2045,0.0
CR,INHCEELE,2046,0.0
CR,INHCEELE,2047,0.0
CR,INHCEELE,2048,0.0
CR,INHCEELE,2049,0.0
CR,INHCEELE,2050,0.0
CR,INHCEHYD,2018,0.0
CR,INHCEHYD,2019,0.0
CR,INHCEHYD,2020,0.0
CR,INHCEHYD,2021,0.0
CR,INHCEHYD,2022,0.0
CR,INHCEHYD,2023,0.0
CR,INHCEHYD,2024,0.0
CR,INHCEHYD,2025,0.0
CR,INHCEHYD,2026,0.0
CR,INHCEHYD,2027,0.0
CR,INHCEHYD,2028,0.0
CR,INHCEHYD,2029,0.0
CR,INHCEHYD,2030,0.0
CR,INHCEHYD,2031,0.0
CR,INHCEHYD,2032,0.0
CR,INHCEHYD,2033,0.0
CR,INHCEHYD,2034,0.0
CR,INHCEHYD,2035,0.0
CR,INHCEHYD,2036,0.0
CR,INHCEHYD,2037,0.0
CR,INHCEHYD,2038,0.0
CR,INHCEHYD,2039,0.0
CR,INHCEHYD,2040,0.0
CR,INHCEHYD,2041,0.0
CR,INHCEHYD,2042,0.0
CR,INHCEHYD,2043,0.0
CR,INHCEHYD,2044,0.0
CR,INHCEHYD,2045,0.0
CR,INHCEHYD,2046,0.0
CR,INHCEHYD,2047,0.0
CR,INHCEHYD,2048,0.0
CR,INHCEHYD,2049,0.0
CR,INHCEHYD,2050,0.0
CR,INHCECOK,2018,2.8248
CR,INHCECOK,2019,2.8386
CR,INHCECOK,2020,2.9284
CR,INHCECOK,2021,3.2097
CR,INHCECOK,2022,3.3817
CR,INHCECOK,2023,3.4553
CR,INHCECOK,2024,3.5305
CR,INHCECOK,2025,3.6073
CR,INHCECOK,2026,3.6858
CR,INHCECOK,2027,3.766
CR,INHCECOK,2028,3.8479
CR,INHCECOK,2029,3.9316
CR,INHCECOK,2030,4.0172
CR,INHCECOK,2031,4.1046
CR,INHCECOK,2032,4.1939
CR,INHCECOK,2033,4.2852
CR,INHCECOK,2034,4.3784
CR,INHCECOK,2035,4.4737
CR,INHCECOK,2036,4.5711
CR,INHCECOK,2037,4.6705
CR,INHCECOK,2038,4.7722
CR,INHCECOK,2039,4.876
CR,INHCECOK,2040,4.9821
CR,INHCECOK,2041,5.0905
CR,INHCECOK,2042,5.2013
CR,INHCECOK,2043,5.3145
CR,INHCECOK,2044,5.4301
CR,INHCECOK,2045,5.5483
CR,INHCECOK,2046,5.669
CR,INHCECOK,2047,5.7924
CR,INHCECOK,2048,5.9184
CR,INHCECOK,2049,6.0472
CR,INHCECOK,2050,6.1788
CR,INHCEBO2,2018,0.0
CR,INHCEBO2,2019,0.0
CR,INHCEBO2,2020,0.0
CR,INHCEBO2,2021,0.0
CR,INHCEBO2,2022,0.0
CR,INHCEBO2,2023,0.0
CR,INHCEBO2,2024,0.0
CR,INHCEBO2,2025,0.0
CR,INHCEBO2,2026,0.0
CR,INHCEBO2,2027,0.0
CR,INHCEBO2,2028,0.0
CR,INHCEBO2,2029,0.0
CR,INHCEBO2,2030,0.0
CR,INHCEBO2,2031,0.0
CR,INHCEBO2,2032,0.0
CR,INHCEBO2,2033,0.0
CR,INHCEBO2,2034,0.0
CR,INHCEBO2,2035,0.0
CR,INHCEBO2,2036,0.0
CR,INHCEBO2,2037,0.0
CR,INHCEBO2,2038,0.0
CR,INHCEBO2,2039,0.0
CR,INHCEBO2,2040,0.0
CR,INHCEBO2,2041,0.0
CR,INHCEBO2,2042,0.0
CR,INHCEBO2,2043,0.0
CR,INHCEBO2,2044,0.0
CR,INHCEBO2,2045,0.0
CR,INHCEBO2,2046,0.0
CR,INHCEBO2,2047,0.0
CR,INHCEBO2,2048,0.0
CR,INHCEBO2,2049,0.0
CR,INHCEBO2,2050,0.0
CR,INHCEBIO,2018,0.0
CR,INHCEBIO,2019,0.0
CR,INHCEBIO,2020,0.0
CR,INHCEBIO,2021,0.0
CR,INHCEBIO,2022,0.0
CR,INHCEBIO,2023,0.0
CR,INHCEBIO,2024,0.0
CR,INHCEBIO,2025,0.0
CR,INHCEBIO,2026,0.0
CR,INHCEBIO,2027,0.0
CR,INHCEBIO,2028,0.0
CR,INHCEBIO,2029,0.0
CR,INHCEBIO,2030,0.0
CR,INHCEBIO,2031,0.0
CR,INHCEBIO,2032,0.0
CR,INHCEBIO,2033,0.0
CR,INHCEBIO,2034,0.0
CR,INHCEBIO,2035,0.0
CR,INHCEBIO,2036,0.0
CR,INHCEBIO,2037,0.0
CR,INHCEBIO,2038,0.0
CR,INHCEBIO,2039,0.0
CR,INHCEBIO,2040,0.0
CR,INHCEBIO,2041,0.0
CR,INHCEBIO,2042,0.0
CR,INHCEBIO,2043,0.0
CR,INHCEBIO,2044,0.0
CR,INHCEBIO,2045,0.0
CR,INHCEBIO,2046,0.0
CR,INHCEBIO,2047,0.0
CR,INHCEBIO,2048,0.0
CR,INHCEBIO,2049,0.0
CR,INHCEBIO,2050,0.0
CR,INHGLLPG,2018,0.0
CR,INHGLLPG,2019,0.0
CR,INHGLLPG,2020,0.0
CR,INHGLLPG,2021,0.0
CR,INHGLLPG,2022,0.0
CR,INHGLLPG,2023,0.0
CR,INHGLLPG,2024,0.0
CR,INHGLLPG,2025,0.0
CR,INHGLLPG,2026,0.0
CR,INHGLLPG,2027,0.0
CR,INHGLLPG,2028,0.0
CR,INHGLLPG,2029,0.0
CR,INHGLLPG,2030,0.0
CR,INHGLLPG,2031,0.0
CR,INHGLLPG,2032,0.0
CR,INHGLLPG,2033,0.0
CR,INHGLLPG,2034,0.0
CR,INHGLLPG,2035,0.0
CR,INHGLLPG,2036,0.0
CR,INHGLLPG,2037,0.0
CR,INHGLLPG,2038,0.0
CR,INHGLLPG,2039,0.0
CR,INHGLLPG,2040,0.0
CR,INHGLLPG,2041,0.0
CR,INHGLLPG,2042,0.0
CR,INHGLLPG,2043,0.0
CR,INHGLLPG,2044,0.0
CR,INHGLLPG,2045,0.0
CR,INHGLLPG,2046,0.0
CR,INHGLLPG,2047,0.0
CR,INHGLLPG,2048,0.0
CR,INHGLLPG,2049,0.0
CR,INHGLLPG,2050,0.0
CR,INHGLELE,2018,0.0
CR,INHGLELE,2019,0.0
CR,INHGLELE,2020,0.0
CR,INHGLELE,2021,0.0
CR,INHGLELE,2022,0.0
CR,INHGLELE,2023,0.0
CR,INHGLELE,2024,0.0
CR,INHGLELE,2025,0.0
CR,INHGLELE,2026,0.0
CR,INHGLELE,2027,0.0
CR,INHGLELE,2028,0.0
CR,INHGLELE,2029,0.0
CR,INHGLELE,2030,0.0
CR,INHGLELE,2031,0.0
CR,INHGLELE,2032,0.0
CR,INHGLELE,2033,0.0
CR,INHGLELE,2034,0.0
CR,INHGLELE,2035,0.0
CR,INHGLELE,2036,0.0
CR,INHGLELE,2037,0.0
CR,INHGLELE,2038,0.0
CR,INHGLELE,2039,0.0
CR,INHGLELE,2040,0.0
CR,INHGLELE,2041,0.0
CR,INHGLELE,2042,0.0
CR,INHGLELE,2043,0.0
CR,INHGLELE,2044,0.0
CR,INHGLELE,2045,0.0
CR,INHGLELE,2046,0.0
CR,INHGLELE,2047,0.0
CR,INHGLELE,2048,0.0
CR,INHGLELE,2049,0.0
CR,INHGLELE,2050,0.0
CR,INHGLHYD,2018,0.0
CR,INHGLHYD,2019,0.0
CR,INHGLHYD,2020,0.0
CR,INHGLHYD,2021,0.0
CR,INHGLHYD,2022,0.0
CR,INHGLHYD,2023,0.0
CR,INHGLHYD,2024,0.0
CR,INHGLHYD,2025,0.0
CR,INHGLHYD,2026,0.0
CR,INHGLHYD,2027,0.0
CR,INHGLHYD,2028,0.0
CR,INHGLHYD,2029,0.0
CR,INHGLHYD,2030,0.0
CR,INHGLHYD,2031,0.0
CR,INHGLHYD,2032,0.0
CR,INHGLHYD,2033,0.0
CR,INHGLHYD,2034,0.0
CR,INHGLHYD,2035,0.0
CR,INHGLHYD,2036,0.0
CR,INHGLHYD,2037,0.0
CR,INHGLHYD,2038,0.0
CR,INHGLHYD,2039,0.0
CR,INHGLHYD,2040,0.0
CR,INHGLHYD,2041,0.0
CR,INHGLHYD,2042,0.0
CR,INHGLHYD,2043,0.0
CR,INHGLHYD,2044,0.0
CR,INHGLHYD,2045,0.0
CR,INHGLHYD,2046,0.0
CR,INHGLHYD,2047,0.0
CR,INHGLHYD,2048,0.0
CR,INHGLHYD,2049,0.0
CR,INHGLHYD,2050,0.0
CR,INHGLNGS,2018,0.0
CR,INHGLNGS,2019,0.0
CR,INHGLNGS,2020,0.0
CR,INHGLNGS,2021,0.0
CR,INHGLNGS,2022,0.0
CR,INHGLNGS,2023,0.0
CR,INHGLNGS,2024,0.0
CR,INHGLNGS,2025,0.0
CR,INHGLNGS,2026,0.0
CR,INHGLNGS,2027,0.0
CR,INHGLNGS,2028,0.0
CR,INHGLNGS,2029,0.0
CR,INHGLNGS,2030,0.0
CR,INHGLNGS,2031,0.0
CR,INHGLNGS,2032,0.0
CR,INHGLNGS,2033,0.0
CR,INHGLNGS,2034,0.0
CR,INHGLNGS,2035,0.0
CR,INHGLNGS,2036,0.0
CR,INHGLNGS,2037,0.0
CR,INHGLNGS,2038,0.0
CR,INHGLNGS,2039,0.0
CR,INHGLNGS,2040,0.0
CR,INHGLNGS,2041,0.0
CR,INHGLNGS,2042,0.0
CR,INHGLNGS,2043,0.0
CR,INHGLNGS,2044,0.0
CR,INHGLNGS,2045,0.0
CR,INHGLNGS,2046,0.0
CR,INHGLNGS,2047,0.0
CR,INHGLNGS,2048,0.0
CR,INHGLNGS,2049,0.0
CR,INHGLNGS,2050,0.0
CR,INHGLFOI,2018,0.1558
CR,INHGLFOI,2019,0.1565
CR,INHGLFOI,2020,0.1615
CR,INHGLFOI,2021,0.177
CR,INHGLFOI,2022,0.1865
CR,INHGLFOI,2023,0.1905
CR,INHGLFOI,2024,0.1946
CR,INHGLFOI,2025,0.1987
CR,INHGLFOI,2026,0.203
CR,INHGLFOI,2027,0.2073
CR,INHGLFOI,2028,0.2118
CR,INHGLFOI,2029,0.2163
CR,INHGLFOI,2030,0.2209
CR,INHGLFOI,2031,0.2257
CR,INHGLFOI,2032,0.2305
CR,INHGLFOI,2033,0.2354
CR,INHGLFOI,2034,0.2405
CR,INHGLFOI,2035,0.2456
CR,INHGLFOI,2036,0.2508
CR,INHGLFOI,2037,0.2562
CR,INHGLFOI,2038,0.2617
CR,INHGLFOI,2039,0.2673
CR,INHGLFOI,2040,0.273
CR,INHGLFOI,2041,0.2789
CR,INHGLFOI,2042,0.2848
CR,INHGLFOI,2043,0.2909
CR,INHGLFOI,2044,0.2971
CR,INHGLFOI,2045,0.3035
CR,INHGLFOI,2046,0.31
CR,INHGLFOI,2047,0.3166
CR,INHGLFOI,2048,0.3234
CR,INHGLFOI,2049,0.3303
CR,INHGLFOI,2050,0.3374
CR,INHFODSL,2018,0.0786
CR,INHFODSL,2019,0.079
CR,INHFODSL,2020,0.0815
CR,INHFODSL,2021,0.0893
CR,INHFODSL,2022,0.0941
CR,INHFODSL,2023,0.0841
CR,INHFODSL,2024,0.0737
CR,INHFODSL,2025,0.0627
CR,INHFODSL,2026,0.0513
CR,INHFODSL,2027,0.0393
CR,INHFODSL,2028,0.0268
CR,INHFODSL,2029,0.0137
CR,INHFODSL,2030,0.0
CR,INHFODSL,2031,0.0
CR,INHFODSL,2032,0.0
CR,INHFODSL,2033,0.0
CR,INHFODSL,2034,0.0
CR,INHFODSL,2035,0.0
CR,INHFODSL,2036,0.0
CR,INHFODSL,2037,0.0
CR,INHFODSL,2038,0.0
CR,INHFODSL,2039,0.0
CR,INHFODSL,2040,0.0
CR,INHFODSL,2041,0.0
CR,INHFODSL,2042,0.0
CR,INHFODSL,2043,0.0
CR,INHFODSL,2044,0.0
CR,INHFODSL,2045,0.0
CR,INHFODSL,2046,0.0
CR,INHFODSL,2047,0.0
CR,INHFODSL,2048,0.0
CR,INHFODSL,2049,0.0
CR,INHFODSL,2050,0.0
CR,INHFOLPG,2018,1.8423
CR,INHFOLPG,2019,1.8512
CR,INHFOLPG,2020,1.9098
CR,INHFOLPG,2021,2.0933
CR,INHFOLPG,2022,2.2054
CR,INHFOLPG,2023,2.2539
CR,INHFOLPG,2024,2.3034
CR,INHFOLPG,2025,2.3541
CR,INHFOLPG,2026,2.4058
CR,INHFOLPG,2027,2.4587
CR,INHFOLPG,2028,2.5127
CR,INHFOLPG,2029,2.568
CR,INHFOLPG,2030,2.6244
CR,INHFOLPG,2031,2.6821
CR,INHFOLPG,2032,2.7411
CR,INHFOLPG,2033,2.8013
CR,INHFOLPG,2034,2.8629
CR,INHFOLPG,2035,2.9259
CR,INHFOLPG,2036,2.9902
CR,INHFOLPG,2037,3.0559
CR,INHFOLPG,2038,3.1231
CR,INHFOLPG,2039,3.1917
CR,INHFOLPG,2040,3.2619
CR,INHFOLPG,2041,3.3336
CR,INHFOLPG,2042,3.4069
CR,INHFOLPG,2043,3.4818
CR,INHFOLPG,2044,3.5583
CR,INHFOLPG,2045,3.6365
CR,INHFOLPG,2046,3.7165
CR,INHFOLPG,2047,3.7982
CR,INHFOLPG,2048,3.8817
CR,INHFOLPG,2049,3.967
CR,INHFOLPG,2050,4.0542
CR,INHFOELE,2018,3.3138
CR,INHFOELE,2019,3.3301
CR,INHFOELE,2020,3.4354
CR,INHFOELE,2021,3.7653
CR,INHFOELE,2022,3.9671
CR,INHFOELE,2023,4.0559
CR,INHFOELE,2024,4.1467
CR,INHFOELE,2025,4.2395
CR,INHFOELE,2026,4.3343
CR,INHFOELE,2027,4.4313
CR,INHFOELE,2028,4.5305
CR,INHFOELE,2029,4.6318
CR,INHFOELE,2030,4.7355
CR,INHFOELE,2031,4.8414
CR,INHFOELE,2032,4.9498
CR,INHFOELE,2033,5.0605
CR,INHFOELE,2034,5.1737
CR,INHFOELE,2035,5.2895
CR,INHFOELE,2036,5.4078
CR,INHFOELE,2037,5.5288
CR,INHFOELE,2038,5.6525
CR,INHFOELE,2039,5.779
CR,INHFOELE,2040,5.9083
CR,INHFOELE,2041,6.0404
CR,INHFOELE,2042,6.1756
CR,INHFOELE,2043,6.3137
CR,INHFOELE,2044,6.455
CR,INHFOELE,2045,6.5994
CR,INHFOELE,2046,6.747
CR,INHFOELE,2047,6.8979
CR,INHFOELE,2048,7.0522
CR,INHFOELE,2049,7.21
CR,INHFOELE,2050,7.3712
